tempo_min,sensorId,latitude,longitude,vazao,status,pH,DQO,OD,turbidez,temperatura,coliformes,ecoli,H2S,amonia,qualidade
579.00,SENSOR_003,-23.470000,-46.570000,168.78,NORMAL,7.99,594.93,3.54,448.02,29.77,2217,261,0.72,2.68,RUIM
579.00,SENSOR_004,-23.460000,-46.560000,181.25,NORMAL,7.49,579.93,3.91,970.71,31.62,1912,156,1.65,4.48,RUIM
579.00,SENSOR_005,-23.450000,-46.550000,199.32,NORMAL,7.02,370.36,1.53,523.58,29.34,1672,847,1.58,4.17,RUIM
579.00,SENSOR_006,-23.440000,-46.540000,245.90,NORMAL,7.45,599.85,4.85,226.76,30.71,663,139,1.98,3.99,RUIM
579.00,SENSOR_007,-23.430000,-46.530000,236.21,NORMAL,8.47,560.30,3.01,569.83,26.92,1497,582,0.81,3.14,RUIM
580.00,SENSOR_000,-23.500000,-46.600000,353.49,VAZAMENTO,6.92,418.01,1.04,495.03,24.91,604,213,1.44,3.32,RUIM
580.00,SENSOR_001,-23.490000,-46.590000,132.80,NORMAL,7.60,427.27,1.41,538.75,23.36,1149,1050,1.06,1.37,RUIM
580.00,SENSOR_002,-23.480000,-46.580000,160.67,NORMAL,6.69,248.14,2.76,488.37,21.04,2236,1083,0.25,3.74,RUIM
580.00,SENSOR_003,-23.470000,-46.570000,187.21,NORMAL,8.00,531.89,3.43,932.01,20.69,1182,526,0.95,3.95,RUIM
580.00,SENSOR_004,-23.460000,-46.560000,567.71,VAZAMENTO,8.31,254.28,3.57,940.52,28.94,1034,495,1.29,4.07,RUIM
580.00,SENSOR_005,-23.450000,-46.550000,222.39,NORMAL,7.71,335.79,2.30,148.51,30.41,1554,301,0.25,2.28,MODERADA
580.00,SENSOR_006,-23.440000,-46.540000,240.90,NORMAL,7.34,569.11,3.61,74.04,27.84,1995,210,1.14,0.54,RUIM
580.00,SENSOR_007,-23.430000,-46.530000,251.11,NORMAL,6.63,591.06,4.96,523.54,30.95,1134,404,0.37,1.93,RUIM
581.00,SENSOR_000,-23.500000,-46.600000,388.50,VAZAMENTO,7.25,361.40,2.04,947.60,19.68,1451,184,1.53,2.14,RUIM
581.00,SENSOR_001,-23.490000,-46.590000,140.27,NORMAL,8.44,515.21,4.81,932.89,19.06,1134,891,1.57,1.03,RUIM
581.00,SENSOR_002,-23.480000,-46.580000,168.85,NORMAL,7.27,413.19,2.68,321.48,18.66,1824,1070,1.79,1.64,RUIM
581.00,SENSOR_003,-23.470000,-46.570000,165.72,NORMAL,8.11,233.30,4.49,50.32,25.52,910,714,0.40,4.70,RUIM
581.00,SENSOR_004,-23.460000,-46.560000,199.51,NORMAL,7.36,390.87,4.24,112.03,31.58,2476,461,0.94,1.32,RUIM
581.00,SENSOR_005,-23.450000,-46.550000,617.51,VAZAMENTO,7.02,324.70,3.02,793.70,31.21,1550,1039,0.85,2.78,MODERADA
581.00,SENSOR_006,-23.440000,-46.540000,234.66,NORMAL,8.24,429.80,1.74,71.05,27.18,929,562,1.47,1.22,RUIM
581.00,SENSOR_007,-23.430000,-46.530000,241.83,NORMAL,8.44,469.19,3.64,127.12,26.08,2183,268,1.52,2.78,RUIM
582.00,SENSOR_000,-23.500000,-46.600000,139.10,NORMAL,7.12,580.61,3.52,485.46,21.74,1108,1061,0.54,1.53,RUIM
582.00,SENSOR_001,-23.490000,-46.590000,129.05,NORMAL,6.96,355.59,3.94,510.81,32.85,2002,458,0.74,3.88,RUIM
582.00,SENSOR_002,-23.480000,-46.580000,159.18,NORMAL,7.56,365.64,2.38,658.95,28.30,714,268,1.23,1.19,MODERADA
582.00,SENSOR_003,-23.470000,-46.570000,192.03,NORMAL,6.69,413.19,1.42,550.71,18.84,1768,658,0.18,3.99,RUIM
582.00,SENSOR_004,-23.460000,-46.560000,186.59,NORMAL,7.82,357.74,1.14,647.44,25.92,1620,689,0.44,2.40,RUIM
582.00,SENSOR_005,-23.450000,-46.550000,199.28,NORMAL,8.26,203.61,1.38,389.42,30.36,2219,749,0.98,1.15,RUIM
582.00,SENSOR_006,-23.440000,-46.540000,229.30,NORMAL,6.62,270.72,2.39,505.47,25.53,977,151,0.48,3.33,MODERADA
582.00,SENSOR_007,-23.430000,-46.530000,253.47,NORMAL,6.64,585.74,2.19,349.09,18.91,631,180,1.45,4.22,RUIM
583.00,SENSOR_000,-23.500000,-46.600000,137.79,NORMAL,7.81,473.91,4.14,747.50,31.08,1658,1094,0.81,2.31,MODERADA
583.00,SENSOR_001,-23.490000,-46.590000,135.82,NORMAL,6.89,589.59,4.16,289.98,19.09,2204,398,1.48,4.46,RUIM
583.00,SENSOR_002,-23.480000,-46.580000,167.01,NORMAL,8.43,213.77,3.10,694.54,25.38,686,832,0.86,2.61,MODERADA
583.00,SENSOR_003,-23.470000,-46.570000,167.40,NORMAL,6.64,359.16,1.96,818.11,27.05,653,190,0.31,4.13,RUIM
583.00,SENSOR_004,-23.460000,-46.560000,183.43,NORMAL,8.41,493.36,4.87,728.77,31.93,1637,223,1.66,4.32,RUIM
583.00,SENSOR_005,-23.450000,-46.550000,603.23,VAZAMENTO,8.11,208.13,3.40,975.36,25.00,1053,1057,1.06,1.56,RUIM
583.00,SENSOR_006,-23.440000,-46.540000,232.29,NORMAL,7.28,412.32,4.79,972.89,19.53,863,674,0.51,0.51,RUIM
583.00,SENSOR_007,-23.430000,-46.530000,244.73,NORMAL,6.78,580.50,2.75,301.15,25.27,2413,303,1.18,0.81,RUIM
584.00,SENSOR_000,-23.500000,-46.600000,135.46,NORMAL,7.36,209.08,1.91,944.37,28.73,1282,467,0.60,0.61,RUIM
584.00,SENSOR_001,-23.490000,-46.590000,148.96,NORMAL,6.69,557.37,2.75,360.17,24.33,1636,230,0.15,2.01,RUIM
584.00,SENSOR_002,-23.480000,-46.580000,162.08,NORMAL,6.89,414.28,2.35,220.57,29.49,1947,226,1.36,0.72,MODERADA
584.00,SENSOR_003,-23.470000,-46.570000,168.81,NORMAL,7.32,292.86,4.20,263.66,24.83,503,271,0.68,2.81,MODERADA
584.00,SENSOR_004,-23.460000,-46.560000,199.21,NORMAL,6.67,483.64,2.24,300.77,24.58,2458,924,1.47,2.63,RUIM
584.00,SENSOR_005,-23.450000,-46.550000,220.03,NORMAL,8.33,543.93,1.04,174.93,20.89,1596,375,0.19,2.05,RUIM
584.00,SENSOR_006,-23.440000,-46.540000,244.96,NORMAL,7.67,274.19,4.58,175.61,20.05,688,814,0.89,1.85,BOA
584.00,SENSOR_007,-23.430000,-46.530000,682.77,VAZAMENTO,6.88,502.22,1.12,499.53,26.00,995,254,1.62,1.48,RUIM
585.00,SENSOR_000,-23.500000,-46.600000,128.75,NORMAL,7.05,521.32,4.12,517.19,23.97,875,278,0.97,1.16,RUIM
585.00,SENSOR_001,-23.490000,-46.590000,148.73,NORMAL,6.80,435.90,4.71,388.68,26.19,2488,1026,0.14,0.57,RUIM
585.00,SENSOR_002,-23.480000,-46.580000,160.66,NORMAL,6.65,282.76,2.67,210.64,26.83,2052,617,1.79,4.64,RUIM
585.00,SENSOR_003,-23.470000,-46.570000,42.32,ENTUPIMENTO,8.20,506.11,2.19,542.97,24.40,1511,454,1.07,3.36,RUIM
585.00,SENSOR_004,-23.460000,-46.560000,203.05,NORMAL,7.20,383.67,2.60,967.76,21.12,1187,1011,1.90,2.68,RUIM
585.00,SENSOR_005,-23.450000,-46.550000,205.97,NORMAL,7.98,339.05,1.02,936.11,23.64,749,994,1.40,4.18,RUIM
585.00,SENSOR_006,-23.440000,-46.540000,56.72,ENTUPIMENTO,8.01,517.21,2.57,61.31,21.13,2350,986,1.86,3.02,RUIM
585.00,SENSOR_007,-23.430000,-46.530000,258.19,NORMAL,7.06,249.14,3.63,80.99,28.40,2065,109,0.25,2.94,RUIM
586.00,SENSOR_000,-23.500000,-46.600000,132.35,NORMAL,6.57,587.06,3.77,619.50,28.05,1653,200,0.74,2.96,RUIM
586.00,SENSOR_001,-23.490000,-46.590000,147.45,NORMAL,6.56,209.24,3.58,840.68,27.84,1569,144,1.74,0.82,RUIM
586.00,SENSOR_002,-23.480000,-46.580000,173.79,NORMAL,6.72,586.67,1.31,875.90,28.18,1020,698,0.82,2.54,RUIM
586.00,SENSOR_003,-23.470000,-46.570000,180.55,NORMAL,7.65,319.89,4.42,381.95,32.93,1852,826,1.45,2.46,MODERADA
586.00,SENSOR_004,-23.460000,-46.560000,208.02,NORMAL,7.03,365.36,2.08,233.45,19.92,747,196,0.49,1.64,MODERADA
586.00,SENSOR_005,-23.450000,-46.550000,215.34,NORMAL,7.83,273.04,2.15,793.74,18.67,615,783,1.31,1.62,MODERADA
586.00,SENSOR_006,-23.440000,-46.540000,238.63,NORMAL,7.64,400.83,1.06,821.06,29.82,887,973,1.14,4.11,RUIM
586.00,SENSOR_007,-23.430000,-46.530000,253.41,NORMAL,7.75,342.74,2.94,258.49,32.22,1426,390,0.82,4.80,RUIM
587.00,SENSOR_000,-23.500000,-46.600000,381.61,VAZAMENTO,6.87,359.00,3.37,177.42,23.72,1634,519,0.42,2.44,MODERADA
587.00,SENSOR_001,-23.490000,-46.590000,149.03,NORMAL,6.51,473.93,3.86,826.30,22.59,864,205,0.88,1.11,RUIM
587.00,SENSOR_002,-23.480000,-46.580000,149.17,NORMAL,6.61,599.05,1.99,990.30,26.51,606,720,0.19,1.23,RUIM
587.00,SENSOR_003,-23.470000,-46.570000,166.74,NORMAL,8.37,298.02,3.61,740.99,21.55,748,161,1.51,1.21,RUIM
587.00,SENSOR_004,-23.460000,-46.560000,181.80,NORMAL,7.43,424.67,1.76,687.73,22.85,1423,408,0.44,3.28,RUIM
587.00,SENSOR_005,-23.450000,-46.550000,217.73,NORMAL,6.82,271.09,1.49,729.01,21.60,1188,880,1.06,4.38,RUIM
587.00,SENSOR_006,-23.440000,-46.540000,223.61,NORMAL,7.25,543.09,3.84,990.32,19.13,1075,865,1.18,1.46,RUIM
587.00,SENSOR_007,-23.430000,-46.530000,235.82,NORMAL,7.13,594.07,3.04,648.44,22.34,1926,371,1.15,3.54,RUIM
588.00,SENSOR_000,-23.500000,-46.600000,29.49,ENTUPIMENTO,7.75,508.42,2.36,198.55,26.17,1449,772,1.34,2.62,RUIM
588.00,SENSOR_001,-23.490000,-46.590000,145.64,NORMAL,8.32,267.70,2.48,921.56,28.61,1895,744,0.37,1.19,RUIM
588.00,SENSOR_002,-23.480000,-46.580000,150.31,NORMAL,6.63,290.72,2.38,527.62,19.70,2483,604,0.04,4.95,RUIM
588.00,SENSOR_003,-23.470000,-46.570000,173.84,NORMAL,7.58,275.38,2.31,719.62,20.78,798,987,1.88,0.86,RUIM
588.00,SENSOR_004,-23.460000,-46.560000,195.01,NORMAL,6.74,378.17,3.09,94.64,26.54,1951,1089,1.34,4.67,RUIM
588.00,SENSOR_005,-23.450000,-46.550000,222.07,NORMAL,8.29,422.76,2.92,897.34,27.91,1582,476,1.97,4.31,RUIM
588.00,SENSOR_006,-23.440000,-46.540000,231.22,NORMAL,7.49,453.56,4.67,838.12,18.70,1306,1032,0.93,4.69,RUIM
588.00,SENSOR_007,-23.430000,-46.530000,260.12,NORMAL,7.10,588.27,4.28,227.87,27.78,728,924,0.16,3.78,RUIM
589.00,SENSOR_000,-23.500000,-46.600000,125.97,NORMAL,6.70,286.04,1.63,636.98,24.04,1955,630,0.45,2.95,RUIM
589.00,SENSOR_001,-23.490000,-46.590000,135.83,NORMAL,8.22,241.88,4.82,720.11,26.94,1467,661,0.78,3.45,MODERADA
589.00,SENSOR_002,-23.480000,-46.580000,157.17,NORMAL,7.34,292.86,1.78,428.10,23.91,2357,673,1.52,1.51,RUIM
589.00,SENSOR_003,-23.470000,-46.570000,182.13,NORMAL,6.68,283.26,4.31,537.00,30.76,2022,799,1.60,2.46,RUIM
589.00,SENSOR_004,-23.460000,-46.560000,207.91,NORMAL,7.75,255.97,3.95,530.34,28.66,1766,329,0.03,3.82,MODERADA
589.00,SENSOR_005,-23.450000,-46.550000,202.88,NORMAL,7.54,563.66,4.85,902.73,18.52,1019,649,1.50,2.81,RUIM
589.00,SENSOR_006,-23.440000,-46.540000,226.31,NORMAL,7.89,254.02,4.85,718.33,30.48,579,865,0.70,4.77,RUIM
589.00,SENSOR_007,-23.430000,-46.530000,235.38,NORMAL,8.28,587.72,4.50,546.83,30.35,2136,656,1.44,1.93,RUIM
590.00,SENSOR_000,-23.500000,-46.600000,29.39,ENTUPIMENTO,8.23,284.93,1.29,429.42,21.37,2130,339,1.71,4.95,RUIM
590.00,SENSOR_001,-23.490000,-46.590000,141.95,NORMAL,7.75,403.28,3.16,798.86,30.77,2300,1039,1.50,0.89,RUIM
590.00,SENSOR_002,-23.480000,-46.580000,169.44,NORMAL,7.38,429.49,4.29,510.03,27.51,891,912,1.75,3.38,RUIM
590.00,SENSOR_003,-23.470000,-46.570000,192.48,NORMAL,8.45,294.07,2.87,685.94,32.80,685,313,1.75,3.19,RUIM
590.00,SENSOR_004,-23.460000,-46.560000,188.03,NORMAL,6.68,279.48,3.95,78.27,21.38,2124,635,1.97,4.47,RUIM
590.00,SENSOR_005,-23.450000,-46.550000,221.40,NORMAL,7.43,521.91,3.93,948.86,21.17,1174,1010,0.48,4.89,RUIM
590.00,SENSOR_006,-23.440000,-46.540000,217.04,NORMAL,7.71,280.49,1.14,280.90,22.04,2061,600,1.78,1.05,RUIM
590.00,SENSOR_007,-23.430000,-46.530000,244.80,NORMAL,8.03,463.05,3.90,819.91,19.13,1786,344,0.75,4.90,RUIM
591.00,SENSOR_000,-23.500000,-46.600000,128.27,NORMAL,7.71,484.47,2.38,723.62,28.19,1958,806,1.62,4.40,RUIM
591.00,SENSOR_001,-23.490000,-46.590000,410.31,VAZAMENTO,7.54,509.09,4.10,888.43,31.84,1120,1041,1.20,3.64,RUIM
591.00,SENSOR_002,-23.480000,-46.580000,152.62,NORMAL,8.42,540.99,4.85,631.46,29.19,1447,425,1.40,4.49,RUIM
591.00,SENSOR_003,-23.470000,-46.570000,168.32,NORMAL,8.34,405.96,3.66,324.83,31.95,841,993,0.57,2.05,MODERADA
591.00,SENSOR_004,-23.460000,-46.560000,209.61,NORMAL,6.59,438.81,3.60,631.13,31.49,2241,364,1.85,1.34,RUIM
591.00,SENSOR_005,-23.450000,-46.550000,213.42,NORMAL,8.26,536.45,3.21,152.60,26.50,1524,558,1.40,1.26,RUIM
591.00,SENSOR_006,-23.440000,-46.540000,223.94,NORMAL,7.65,349.41,4.40,244.29,29.67,1230,967,1.12,3.57,MODERADA
591.00,SENSOR_007,-23.430000,-46.530000,240.96,NORMAL,6.72,239.36,1.97,876.90,31.44,1594,871,1.61,4.53,RUIM
592.00,SENSOR_000,-23.500000,-46.600000,131.86,NORMAL,8.23,462.50,3.37,636.55,23.11,1823,179,0.09,0.94,MODERADA
592.00,SENSOR_001,-23.490000,-46.590000,135.97,NORMAL,7.69,589.62,4.24,193.07,21.93,2463,802,0.69,3.13,RUIM
592.00,SENSOR_002,-23.480000,-46.580000,152.21,NORMAL,7.40,501.61,4.78,530.53,22.66,2264,978,0.86,4.92,RUIM
592.00,SENSOR_003,-23.470000,-46.570000,166.66,NORMAL,8.41,312.98,4.25,423.40,19.52,846,177,1.74,2.61,RUIM
592.00,SENSOR_004,-23.460000,-46.560000,181.02,NORMAL,8.06,550.85,3.46,556.80,29.16,1665,546,1.02,2.74,RUIM
592.00,SENSOR_005,-23.450000,-46.550000,226.19,NORMAL,7.81,577.77,3.55,970.80,29.78,930,517,0.83,0.85,RUIM
592.00,SENSOR_006,-23.440000,-46.540000,234.68,NORMAL,7.51,385.96,4.89,613.39,26.43,2263,859,1.36,2.63,RUIM
592.00,SENSOR_007,-23.430000,-46.530000,258.96,NORMAL,7.46,427.61,3.36,98.26,32.50,1099,924,0.41,1.30,MODERADA
593.00,SENSOR_000,-23.500000,-46.600000,126.71,NORMAL,7.79,547.80,3.40,971.04,22.29,2061,964,1.13,0.63,RUIM
593.00,SENSOR_001,-23.490000,-46.590000,152.07,NORMAL,6.81,314.31,2.07,240.81,19.00,1812,1036,1.27,3.60,MODERADA
593.00,SENSOR_002,-23.480000,-46.580000,174.00,NORMAL,6.52,221.16,1.42,950.65,30.14,996,995,1.23,1.45,RUIM
593.00,SENSOR_003,-23.470000,-46.570000,166.30,NORMAL,8.26,320.28,1.89,129.00,25.58,2272,864,1.99,4.60,RUIM
593.00,SENSOR_004,-23.460000,-46.560000,191.30,NORMAL,8.28,242.77,3.51,208.55,23.80,905,411,0.68,0.72,BOA
593.00,SENSOR_005,-23.450000,-46.550000,219.63,NORMAL,7.97,282.00,3.35,548.90,32.72,570,646,0.26,3.86,MODERADA
593.00,SENSOR_006,-23.440000,-46.540000,239.76,NORMAL,8.11,287.22,2.00,409.03,27.44,850,332,1.39,1.11,MODERADA
593.00,SENSOR_007,-23.430000,-46.530000,233.91,NORMAL,7.98,364.23,4.31,222.04,20.57,707,939,1.26,3.39,MODERADA
594.00,SENSOR_000,-23.500000,-46.600000,114.93,NORMAL,8.03,516.34,4.75,486.71,30.31,1352,348,0.77,3.34,RUIM
594.00,SENSOR_001,-23.490000,-46.590000,152.30,NORMAL,7.21,384.58,4.84,970.94,32.17,1376,604,0.80,3.00,RUIM
594.00,SENSOR_002,-23.480000,-46.580000,155.37,NORMAL,8.23,291.76,2.57,370.31,23.78,2434,184,1.41,4.59,RUIM
594.00,SENSOR_003,-23.470000,-46.570000,185.84,NORMAL,7.40,211.59,2.54,271.04,18.02,2417,801,0.78,0.59,RUIM
594.00,SENSOR_004,-23.460000,-46.560000,202.57,NORMAL,6.58,527.14,4.60,525.70,28.44,1199,875,1.89,2.38,RUIM
594.00,SENSOR_005,-23.450000,-46.550000,217.18,NORMAL,8.05,388.48,2.26,553.38,24.66,749,1099,0.30,1.13,MODERADA
594.00,SENSOR_006,-23.440000,-46.540000,231.10,NORMAL,6.63,599.00,2.41,747.25,20.62,576,1100,0.60,3.87,RUIM
594.00,SENSOR_007,-23.430000,-46.530000,233.98,NORMAL,8.49,269.74,2.65,181.38,23.91,2341,227,0.04,4.81,RUIM
595.00,SENSOR_000,-23.500000,-46.600000,32.96,ENTUPIMENTO,7.33,359.78,2.61,790.46,24.61,1116,731,1.84,1.25,RUIM
595.00,SENSOR_001,-23.490000,-46.590000,148.18,NORMAL,8.34,385.09,3.61,479.90,28.04,908,892,1.97,2.21,RUIM
595.00,SENSOR_002,-23.480000,-46.580000,168.55,NORMAL,7.53,540.83,3.84,721.59,24.85,1967,695,0.46,4.32,RUIM
595.00,SENSOR_003,-23.470000,-46.570000,164.90,NORMAL,6.66,237.17,3.55,635.03,29.66,1863,199,1.24,0.65,MODERADA
595.00,SENSOR_004,-23.460000,-46.560000,191.20,NORMAL,7.14,428.41,1.06,486.64,22.93,1791,501,0.39,2.86,RUIM
595.00,SENSOR_005,-23.450000,-46.550000,203.85,NORMAL,6.57,315.33,3.51,635.01,24.02,2473,1003,1.80,1.10,RUIM
595.00,SENSOR_006,-23.440000,-46.540000,241.74,NORMAL,8.21,340.15,4.51,204.55,20.42,1105,444,1.24,1.48,MODERADA
595.00,SENSOR_007,-23.430000,-46.530000,258.33,NORMAL,7.22,344.98,1.57,504.29,27.83,1659,585,0.33,2.72,RUIM
596.00,SENSOR_000,-23.500000,-46.600000,122.53,NORMAL,7.10,390.27,4.01,315.04,21.25,573,368,1.91,4.67,RUIM
596.00,SENSOR_001,-23.490000,-46.590000,142.85,NORMAL,7.27,481.13,4.17,135.54,23.46,2295,909,0.75,2.93,RUIM
596.00,SENSOR_002,-23.480000,-46.580000,165.86,NORMAL,7.53,315.07,1.49,116.59,30.46,2475,528,0.72,3.62,RUIM
596.00,SENSOR_003,-23.470000,-46.570000,189.32,NORMAL,7.03,554.13,2.92,568.41,20.46,1317,821,0.93,3.21,RUIM
596.00,SENSOR_004,-23.460000,-46.560000,51.72,ENTUPIMENTO,7.47,453.68,2.86,883.23,18.43,1732,429,1.22,1.61,RUIM
596.00,SENSOR_005,-23.450000,-46.550000,226.14,NORMAL,6.67,462.29,1.19,139.16,28.04,1919,360,0.75,2.81,RUIM
596.00,SENSOR_006,-23.440000,-46.540000,228.21,NORMAL,7.81,278.95,2.94,369.67,30.04,1617,658,0.71,3.28,MODERADA
596.00,SENSOR_007,-23.430000,-46.530000,245.71,NORMAL,7.19,268.33,4.19,76.43,20.69,1408,306,0.85,3.95,MODERADA
597.00,SENSOR_000,-23.500000,-46.600000,128.34,NORMAL,7.61,415.76,1.93,860.04,22.99,1995,262,1.54,1.07,RUIM
597.00,SENSOR_001,-23.490000,-46.590000,149.00,NORMAL,7.30,431.06,1.20,482.10,28.20,1155,178,0.16,2.82,RUIM
597.00,SENSOR_002,-23.480000,-46.580000,150.66,NORMAL,7.91,289.56,2.71,776.47,25.07,1533,142,1.06,1.50,MODERADA
597.00,SENSOR_003,-23.470000,-46.570000,163.52,NORMAL,6.75,397.84,4.05,310.62,18.69,688,958,0.28,4.17,RUIM
597.00,SENSOR_004,-23.460000,-46.560000,185.26,NORMAL,7.18,284.64,4.13,985.52,29.62,2419,740,0.19,3.33,RUIM
597.00,SENSOR_005,-23.450000,-46.550000,217.68,NORMAL,6.83,408.85,4.22,566.03,27.80,2441,892,0.54,1.21,RUIM
597.00,SENSOR_006,-23.440000,-46.540000,235.04,NORMAL,7.51,392.67,2.89,175.25,23.11,1434,677,0.85,1.27,MODERADA
597.00,SENSOR_007,-23.430000,-46.530000,245.29,NORMAL,6.66,585.48,4.58,177.57,18.52,2213,365,0.89,4.79,RUIM
598.00,SENSOR_000,-23.500000,-46.600000,138.45,NORMAL,7.14,596.93,1.02,451.04,26.43,1069,571,0.39,1.51,RUIM
598.00,SENSOR_001,-23.490000,-46.590000,147.31,NORMAL,6.75,458.71,1.76,320.44,22.10,812,706,1.47,2.85,RUIM
598.00,SENSOR_002,-23.480000,-46.580000,163.36,NORMAL,7.93,566.16,3.99,195.18,30.77,1761,236,0.28,2.30,RUIM
598.00,SENSOR_003,-23.470000,-46.570000,188.36,NORMAL,6.61,269.37,1.97,260.65,21.01,875,1023,0.80,4.94,RUIM
598.00,SENSOR_004,-23.460000,-46.560000,210.57,NORMAL,7.40,592.50,3.72,945.67,27.00,2444,383,1.44,3.09,RUIM
598.00,SENSOR_005,-23.450000,-46.550000,579.35,VAZAMENTO,6.59,577.04,4.27,415.50,26.46,677,740,1.40,3.66,RUIM
598.00,SENSOR_006,-23.440000,-46.540000,239.13,NORMAL,7.13,296.34,4.00,290.00,32.03,2187,345,1.56,4.59,RUIM
598.00,SENSOR_007,-23.430000,-46.530000,258.86,NORMAL,6.61,355.80,2.26,807.15,20.66,1661,1041,1.97,0.77,RUIM
599.00,SENSOR_000,-23.500000,-46.600000,123.51,NORMAL,6.54,508.94,3.65,485.95,29.79,819,994,1.66,1.68,RUIM
599.00,SENSOR_001,-23.490000,-46.590000,398.58,VAZAMENTO,8.43,222.27,1.24,61.78,29.91,1453,568,1.53,3.39,RUIM
599.00,SENSOR_002,-23.480000,-46.580000,157.28,NORMAL,7.13,367.58,1.60,248.48,21.99,1988,624,0.45,2.92,RUIM
599.00,SENSOR_003,-23.470000,-46.570000,177.37,NORMAL,6.79,268.21,2.24,134.90,19.52,1684,598,1.92,3.35,RUIM
599.00,SENSOR_004,-23.460000,-46.560000,200.96,NORMAL,8.28,220.50,4.08,343.79,22.25,2493,1081,1.45,4.76,RUIM
599.00,SENSOR_005,-23.450000,-46.550000,223.01,NORMAL,8.28,590.95,4.94,472.82,25.63,2452,295,0.84,2.74,RUIM
599.00,SENSOR_006,-23.440000,-46.540000,218.36,NORMAL,7.88,226.75,1.79,56.38,18.94,666,407,0.32,0.66,RUIM
599.00,SENSOR_007,-23.430000,-46.530000,239.58,NORMAL,7.58,293.44,3.31,474.52,24.27,1042,555,1.14,3.64,MODERADA
600.00,SENSOR_000,-23.500000,-46.600000,126.37,NORMAL,7.36,446.72,2.51,670.31,27.52,1148,182,0.98,4.25,RUIM
600.00,SENSOR_001,-23.490000,-46.590000,143.79,NORMAL,7.09,271.03,2.67,588.25,22.14,1885,663,0.21,1.16,MODERADA
600.00,SENSOR_002,-23.480000,-46.580000,150.78,NORMAL,8.29,433.19,4.54,332.38,29.84,1983,1059,0.85,3.03,MODERADA
600.00,SENSOR_003,-23.470000,-46.570000,186.98,NORMAL,7.35,570.12,3.65,358.22,31.13,2383,233,1.26,2.29,RUIM
600.00,SENSOR_004,-23.460000,-46.560000,186.42,NORMAL,6.84,458.67,2.93,303.07,24.37,832,868,1.92,1.86,RUIM
600.00,SENSOR_005,-23.450000,-46.550000,208.24,NORMAL,8.21,223.53,2.29,732.03,25.99,1267,888,0.38,1.47,MODERADA
600.00,SENSOR_006,-23.440000,-46.540000,234.41,NORMAL,6.71,225.11,3.80,947.31,28.03,2358,715,0.88,4.95,RUIM
600.00,SENSOR_007,-23.430000,-46.530000,261.79,NORMAL,6.80,315.01,3.79,516.46,22.53,574,713,0.65,1.71,MODERADA
601.00,SENSOR_000,-23.500000,-46.600000,27.85,ENTUPIMENTO,6.55,263.33,4.71,606.68,27.39,553,664,1.54,2.46,RUIM
601.00,SENSOR_001,-23.490000,-46.590000,145.37,NORMAL,7.93,313.40,4.69,892.65,25.56,2164,164,1.81,4.88,RUIM
601.00,SENSOR_002,-23.480000,-46.580000,158.11,NORMAL,7.38,348.59,1.96,627.08,32.82,2435,748,1.58,3.86,RUIM
601.00,SENSOR_003,-23.470000,-46.570000,169.43,NORMAL,7.04,418.59,4.75,849.09,19.26,2363,135,0.93,1.64,RUIM
601.00,SENSOR_004,-23.460000,-46.560000,201.45,NORMAL,7.24,334.96,2.96,142.70,20.42,1709,254,1.25,0.72,MODERADA
601.00,SENSOR_005,-23.450000,-46.550000,199.53,NORMAL,6.70,340.58,3.77,453.10,20.65,1316,458,1.28,1.39,MODERADA
601.00,SENSOR_006,-23.440000,-46.540000,245.54,NORMAL,6.80,536.76,3.61,475.30,22.22,2394,763,0.83,0.65,RUIM
601.00,SENSOR_007,-23.430000,-46.530000,249.74,NORMAL,8.01,562.40,1.09,799.63,29.95,911,892,0.52,2.17,RUIM
602.00,SENSOR_000,-23.500000,-46.600000,137.64,NORMAL,7.53,241.01,3.12,263.61,22.45,1427,856,1.01,3.22,MODERADA
602.00,SENSOR_001,-23.490000,-46.590000,129.88,NORMAL,7.29,243.17,1.75,845.17,31.74,1557,863,1.31,2.64,RUIM
602.00,SENSOR_002,-23.480000,-46.580000,161.18,NORMAL,7.40,496.51,2.74,604.32,27.14,1722,498,0.47,4.78,RUIM
602.00,SENSOR_003,-23.470000,-46.570000,168.23,NORMAL,7.65,294.40,1.17,582.04,19.84,736,297,1.68,0.96,RUIM
602.00,SENSOR_004,-23.460000,-46.560000,195.98,NORMAL,8.18,412.74,3.91,915.37,20.46,2397,1081,1.99,1.78,RUIM
602.00,SENSOR_005,-23.450000,-46.550000,203.74,NORMAL,8.08,216.57,3.73,233.05,19.83,2250,182,0.68,2.32,RUIM
602.00,SENSOR_006,-23.440000,-46.540000,226.32,NORMAL,6.70,528.14,4.56,522.88,26.23,1312,239,1.29,2.87,RUIM
602.00,SENSOR_007,-23.430000,-46.530000,263.36,NORMAL,7.09,557.02,2.58,352.22,21.87,1169,435,0.33,2.87,RUIM
603.00,SENSOR_000,-23.500000,-46.600000,124.70,NORMAL,8.23,541.65,3.22,564.66,22.49,500,535,0.44,3.10,RUIM
603.00,SENSOR_001,-23.490000,-46.590000,158.09,NORMAL,8.19,446.95,1.00,780.43,32.05,1318,110,0.16,0.98,RUIM
603.00,SENSOR_002,-23.480000,-46.580000,173.44,NORMAL,6.95,407.84,3.70,592.57,26.75,719,169,1.60,4.74,RUIM
