tempo_min,sensorId,latitude,longitude,vazao,status,pH,DQO,OD,turbidez,temperatura,coliformes,ecoli,H2S,amonia,qualidade
16.80,Anil,-2.522700,-44.254900,194.34,NORMAL,8.43,259.09,4.23,746.49,30.57,2458,433,0.98,4.57,RUIM
16.80,Vinhais,-2.570000,-44.296600,209.86,NORMAL,6.87,415.99,3.50,702.20,26.77,957,239,1.41,3.37,MODERADA
16.80,Bequimao,-2.558900,-44.248400,220.01,NORMAL,7.95,365.73,4.51,306.45,24.10,1763,535,1.93,1.61,RUIM
16.80,Cohama,-2.487700,-44.228700,257.10,NORMAL,7.83,212.82,3.41,752.54,26.33,717,971,0.43,2.93,MODERADA
16.83,Centro,-2.515000,-44.290600,131.48,NORMAL,7.17,506.24,4.85,431.11,18.13,2165,295,0.09,4.53,RUIM
16.83,Renascenca,-2.503800,-44.256200,146.16,NORMAL,6.90,397.63,2.34,757.57,28.45,890,391,1.65,2.26,RUIM
16.83,Turu,-2.537900,-44.247400,148.24,NORMAL,7.24,490.84,3.69,277.91,20.61,2208,631,0.40,1.54,RUIM
16.83,Sao_Cristovao,-2.495400,-44.265200,170.35,NORMAL,6.98,490.88,4.32,954.06,24.09,1784,231,1.05,4.59,RUIM
16.83,Anil,-2.522700,-44.254900,207.21,NORMAL,8.49,286.92,2.01,154.06,26.51,2271,991,0.93,4.85,RUIM
16.83,Vinhais,-2.570000,-44.296600,209.40,NORMAL,7.14,290.43,4.59,565.82,18.76,1477,919,1.76,3.58,RUIM
16.83,Bequimao,-2.558900,-44.248400,232.52,NORMAL,7.36,232.11,4.00,792.64,32.81,1925,718,0.74,1.72,MODERADA
16.83,Cohama,-2.487700,-44.228700,245.48,NORMAL,7.89,265.91,1.22,139.65,31.45,1670,303,1.94,1.50,RUIM
16.87,Centro,-2.515000,-44.290600,134.98,NORMAL,7.95,532.72,2.69,226.23,24.42,1185,299,1.42,3.50,RUIM
16.87,Renascenca,-2.503800,-44.256200,145.48,NORMAL,7.69,511.82,4.88,445.54,30.47,1942,693,0.60,1.78,RUIM
16.87,Turu,-2.537900,-44.247400,148.46,NORMAL,7.92,334.64,4.81,629.61,24.05,685,577,1.93,1.48,RUIM
16.87,Sao_Cristovao,-2.495400,-44.265200,174.97,NORMAL,8.01,486.27,1.79,670.60,28.39,1854,460,1.06,1.74,RUIM
16.87,Anil,-2.522700,-44.254900,197.63,NORMAL,8.34,446.65,1.81,940.31,24.41,856,1077,0.58,1.21,RUIM
16.87,Vinhais,-2.570000,-44.296600,203.96,NORMAL,7.75,450.03,3.40,421.88,21.01,765,1077,0.22,2.13,MODERADA
16.87,Bequimao,-2.558900,-44.248400,236.38,NORMAL,8.05,435.43,4.81,540.06,21.75,2108,583,0.67,2.43,RUIM
16.87,Cohama,-2.487700,-44.228700,252.79,NORMAL,8.14,523.15,2.34,758.20,18.58,1474,760,0.25,2.66,RUIM
16.90,Centro,-2.515000,-44.290600,119.12,NORMAL,8.15,251.05,3.33,726.41,18.92,662,608,1.44,2.97,MODERADA
16.90,Renascenca,-2.503800,-44.256200,156.43,NORMAL,6.57,344.66,1.68,131.97,31.97,2307,552,0.04,4.97,RUIM
16.90,Turu,-2.537900,-44.247400,156.25,NORMAL,6.93,553.99,3.83,991.05,22.61,1924,867,1.88,3.35,RUIM
16.90,Sao_Cristovao,-2.495400,-44.265200,181.45,NORMAL,8.09,473.17,3.89,346.94,28.88,502,538,0.85,4.00,MODERADA
16.90,Anil,-2.522700,-44.254900,183.43,NORMAL,6.87,590.55,3.47,285.57,25.50,1687,1058,1.66,4.53,RUIM
16.90,Vinhais,-2.570000,-44.296600,201.47,NORMAL,8.39,291.07,3.36,602.00,29.95,1445,122,0.76,4.22,RUIM
16.90,Bequimao,-2.558900,-44.248400,218.67,NORMAL,6.53,312.18,3.27,441.77,24.53,604,161,0.93,2.86,MODERADA
16.90,Cohama,-2.487700,-44.228700,263.29,NORMAL,7.90,528.86,1.03,868.15,18.07,1107,364,1.04,2.07,RUIM
16.93,Centro,-2.515000,-44.290600,136.55,NORMAL,6.93,285.59,3.99,560.52,27.75,2479,926,0.85,2.90,RUIM
16.93,Renascenca,-2.503800,-44.256200,136.81,NORMAL,7.84,234.24,2.52,898.35,32.87,1724,1004,0.76,3.29,RUIM
16.93,Turu,-2.537900,-44.247400,159.83,NORMAL,8.01,440.03,2.02,511.58,30.81,1283,932,1.74,1.84,RUIM
16.93,Sao_Cristovao,-2.495400,-44.265200,192.14,NORMAL,7.32,367.25,2.21,386.99,29.36,1423,166,1.71,1.97,RUIM
16.93,Anil,-2.522700,-44.254900,184.44,NORMAL,8.34,413.52,4.64,187.05,19.56,1333,341,0.97,2.75,MODERADA
16.93,Vinhais,-2.570000,-44.296600,227.07,NORMAL,6.85,471.03,4.67,727.91,32.22,858,920,0.85,1.11,MODERADA
16.93,Bequimao,-2.558900,-44.248400,234.32,NORMAL,7.49,574.45,1.74,70.82,31.24,700,613,0.05,2.93,RUIM
16.93,Cohama,-2.487700,-44.228700,256.74,NORMAL,7.74,578.60,3.72,221.08,25.05,2337,994,1.81,1.45,RUIM
16.97,Centro,-2.515000,-44.290600,121.96,NORMAL,6.79,213.63,1.41,266.99,21.39,2301,888,1.86,1.84,RUIM
16.97,Renascenca,-2.503800,-44.256200,136.37,NORMAL,7.96,370.80,3.50,937.93,26.46,2444,260,0.28,2.18,RUIM
16.97,Turu,-2.537900,-44.247400,166.11,NORMAL,6.71,245.61,1.32,646.52,31.77,878,412,1.19,4.25,RUIM
16.97,Sao_Cristovao,-2.495400,-44.265200,171.33,NORMAL,7.39,367.64,2.01,790.61,31.33,2056,238,1.97,2.08,RUIM
16.97,Anil,-2.522700,-44.254900,195.55,NORMAL,7.38,268.84,1.49,465.80,23.88,2475,240,1.80,4.83,RUIM
16.97,Vinhais,-2.570000,-44.296600,218.68,NORMAL,7.78,552.90,4.06,241.80,19.43,2430,370,0.86,1.00,RUIM
16.97,Bequimao,-2.558900,-44.248400,244.23,NORMAL,7.62,271.41,4.47,485.22,29.05,2477,1057,0.59,1.95,RUIM
16.97,Cohama,-2.487700,-44.228700,259.52,NORMAL,8.30,306.38,1.62,568.44,27.85,992,1037,0.99,2.72,RUIM
17.00,Centro,-2.515000,-44.290600,125.44,NORMAL,8.46,411.15,1.76,363.58,25.42,650,435,1.27,3.23,RUIM
17.00,Renascenca,-2.503800,-44.256200,155.30,NORMAL,8.44,225.65,1.91,324.97,30.44,1302,355,0.84,2.08,RUIM
17.00,Turu,-2.537900,-44.247400,166.62,NORMAL,7.33,343.01,4.96,854.51,23.35,1106,170,0.16,0.95,RUIM
17.00,Sao_Cristovao,-2.495400,-44.265200,187.08,NORMAL,6.60,202.76,2.81,933.18,29.18,994,174,0.67,1.68,RUIM
17.00,Anil,-2.522700,-44.254900,181.08,NORMAL,6.66,229.49,4.77,128.37,22.12,2141,910,1.99,0.73,RUIM
17.00,Vinhais,-2.570000,-44.296600,227.98,NORMAL,8.33,394.74,3.68,514.99,19.28,2009,973,1.66,2.94,RUIM
17.00,Bequimao,-2.558900,-44.248400,242.91,NORMAL,8.47,585.04,4.86,442.81,28.09,1461,584,0.79,4.48,RUIM
17.00,Cohama,-2.487700,-44.228700,255.98,NORMAL,7.85,571.47,2.73,440.23,19.62,2129,867,1.93,1.79,RUIM
17.03,Centro,-2.515000,-44.290600,117.38,NORMAL,7.87,527.71,4.89,934.61,30.52,1495,633,0.12,4.89,RUIM
17.03,Renascenca,-2.503800,-44.256200,138.25,NORMAL,7.82,390.17,2.41,480.25,19.72,1434,507,0.27,1.26,MODERADA
17.03,Turu,-2.537900,-44.247400,154.05,NORMAL,7.10,311.95,4.52,134.68,32.14,895,893,0.32,3.84,MODERADA
17.03,Sao_Cristovao,-2.495400,-44.265200,494.85,VAZAMENTO,8.27,435.06,1.06,702.80,22.34,1437,682,1.35,3.04,RUIM
17.03,Anil,-2.522700,-44.254900,188.49,NORMAL,8.44,418.39,1.29,819.68,28.43,1637,493,0.43,0.54,RUIM
17.03,Vinhais,-2.570000,-44.296600,206.77,NORMAL,7.70,272.35,1.02,159.55,26.67,2065,694,1.65,4.80,RUIM
17.03,Bequimao,-2.558900,-44.248400,228.82,NORMAL,7.89,549.63,2.87,862.91,29.12,1979,235,1.76,1.29,RUIM
17.03,Cohama,-2.487700,-44.228700,59.80,ENTUPIMENTO,6.83,378.49,3.80,650.68,19.91,1370,749,1.67,0.70,RUIM
17.07,Centro,-2.515000,-44.290600,116.78,NORMAL,7.48,447.94,1.70,442.36,22.36,796,379,0.05,2.36,RUIM
17.07,Renascenca,-2.503800,-44.256200,152.97,NORMAL,7.68,356.63,4.10,956.25,28.35,1576,845,0.41,1.51,RUIM
17.07,Turu,-2.537900,-44.247400,40.56,ENTUPIMENTO,8.38,383.06,1.49,736.22,28.91,1609,937,0.21,4.37,RUIM
17.07,Sao_Cristovao,-2.495400,-44.265200,169.53,NORMAL,7.80,210.63,2.11,296.08,31.53,1064,477,1.49,4.13,RUIM
17.07,Anil,-2.522700,-44.254900,187.11,NORMAL,7.92,378.79,2.31,220.35,25.05,711,880,0.98,3.52,MODERADA
17.07,Vinhais,-2.570000,-44.296600,225.39,NORMAL,6.86,437.50,3.89,104.12,28.85,1536,1061,0.57,0.99,MODERADA
17.07,Bequimao,-2.558900,-44.248400,238.89,NORMAL,6.85,426.98,3.12,730.17,29.82,660,128,0.01,4.08,RUIM
17.07,Cohama,-2.487700,-44.228700,235.97,NORMAL,7.79,399.51,4.62,690.08,20.60,1653,267,1.53,4.05,RUIM
17.10,Centro,-2.515000,-44.290600,124.13,NORMAL,8.25,304.49,4.36,681.77,25.37,835,525,1.01,1.66,MODERADA
17.10,Renascenca,-2.503800,-44.256200,147.78,NORMAL,7.82,444.85,4.13,872.01,28.04,2036,888,0.73,2.92,RUIM
17.10,Turu,-2.537900,-44.247400,168.35,NORMAL,8.18,412.08,2.36,266.47,22.97,1699,981,0.96,4.18,RUIM
17.10,Sao_Cristovao,-2.495400,-44.265200,178.05,NORMAL,8.37,593.49,2.38,811.64,29.79,1448,456,1.52,2.13,RUIM
17.10,Anil,-2.522700,-44.254900,184.77,NORMAL,7.40,501.21,2.85,924.43,27.80,1849,957,1.51,3.78,RUIM
17.10,Vinhais,-2.570000,-44.296600,214.02,NORMAL,6.67,286.35,4.53,149.76,31.27,1370,248,0.93,3.52,MODERADA
17.10,Bequimao,-2.558900,-44.248400,232.77,NORMAL,7.78,285.14,2.32,654.78,30.62,2391,241,1.79,1.55,RUIM
17.10,Cohama,-2.487700,-44.228700,259.32,NORMAL,7.59,323.81,2.71,292.79,18.49,2187,547,1.57,4.66,RUIM
17.13,Centro,-2.515000,-44.290600,125.89,NORMAL,6.84,228.33,1.16,724.35,19.82,1351,481,0.66,3.85,RUIM
17.13,Renascenca,-2.503800,-44.256200,32.69,ENTUPIMENTO,6.97,463.27,2.97,751.80,27.89,2446,1071,0.07,2.43,RUIM
17.13,Turu,-2.537900,-44.247400,153.64,NORMAL,6.59,426.70,2.13,479.12,22.35,2161,314,1.77,4.80,RUIM
17.13,Sao_Cristovao,-2.495400,-44.265200,187.03,NORMAL,7.22,255.85,3.16,458.53,18.49,610,472,0.50,2.70,MODERADA
17.13,Anil,-2.522700,-44.254900,197.26,NORMAL,7.54,411.95,3.05,705.96,20.15,1602,824,0.98,2.07,MODERADA
17.13,Vinhais,-2.570000,-44.296600,203.91,NORMAL,8.08,342.03,3.19,434.14,21.27,2208,862,0.84,1.49,RUIM
17.13,Bequimao,-2.558900,-44.248400,221.55,NORMAL,7.79,232.29,1.28,176.19,26.70,751,981,1.53,2.40,RUIM
17.13,Cohama,-2.487700,-44.228700,254.05,NORMAL,6.57,494.57,3.81,902.79,21.32,883,1011,0.14,2.25,RUIM
17.17,Centro,-2.515000,-44.290600,130.95,NORMAL,7.28,264.00,1.27,794.19,28.11,692,964,0.62,3.63,RUIM
17.17,Renascenca,-2.503800,-44.256200,133.00,NORMAL,6.61,438.09,3.66,838.14,18.77,2106,695,1.53,2.67,RUIM
17.17,Turu,-2.537900,-44.247400,161.35,NORMAL,6.87,391.64,1.28,892.42,31.19,2453,217,0.51,0.95,RUIM
17.17,Sao_Cristovao,-2.495400,-44.265200,173.14,NORMAL,6.85,475.77,1.71,151.32,26.21,1836,1010,1.38,4.51,RUIM
17.17,Anil,-2.522700,-44.254900,203.91,NORMAL,7.27,261.03,1.96,976.94,23.16,1473,961,1.63,3.31,RUIM
17.17,Vinhais,-2.570000,-44.296600,211.38,NORMAL,7.71,392.16,4.89,109.07,26.36,1632,491,0.26,3.65,MODERADA
17.17,Bequimao,-2.558900,-44.248400,244.59,NORMAL,6.54,374.33,3.67,943.73,28.16,1527,271,0.61,1.18,RUIM
17.17,Cohama,-2.487700,-44.228700,63.95,ENTUPIMENTO,7.14,267.75,3.59,805.18,29.96,1897,616,0.79,4.84,RUIM
17.20,Centro,-2.515000,-44.290600,116.83,NORMAL,7.60,501.80,4.51,92.05,22.73,929,557,1.32,4.99,RUIM
17.20,Renascenca,-2.503800,-44.256200,147.68,NORMAL,7.89,590.91,2.84,138.31,30.10,1795,1079,0.81,2.73,RUIM
17.20,Turu,-2.537900,-44.247400,152.33,NORMAL,7.03,300.07,1.06,108.35,23.55,1329,515,1.11,4.34,RUIM
17.20,Sao_Cristovao,-2.495400,-44.265200,187.47,NORMAL,8.23,409.18,1.61,410.40,32.28,1401,948,0.88,3.44,RUIM
17.20,Anil,-2.522700,-44.254900,204.69,NORMAL,6.89,523.33,1.82,235.75,25.07,2495,521,1.88,2.83,RUIM
17.20,Vinhais,-2.570000,-44.296600,198.98,NORMAL,8.33,336.50,2.53,490.38,20.81,2003,1000,1.85,2.91,RUIM
17.20,Bequimao,-2.558900,-44.248400,219.23,NORMAL,7.90,256.57,4.62,301.39,29.04,564,754,1.36,2.85,MODERADA
17.20,Cohama,-2.487700,-44.228700,256.39,NORMAL,7.48,337.55,2.54,385.56,30.04,1467,336,1.10,3.16,MODERADA
17.23,Centro,-2.515000,-44.290600,132.28,NORMAL,7.45,528.58,2.88,721.89,31.88,1475,1054,0.39,4.98,RUIM
17.23,Renascenca,-2.503800,-44.256200,133.78,NORMAL,8.15,434.15,4.36,157.72,24.16,1943,169,0.57,3.64,MODERADA
17.23,Turu,-2.537900,-44.247400,146.70,NORMAL,7.59,454.24,4.58,645.95,21.88,819,518,1.25,4.35,RUIM
17.23,Sao_Cristovao,-2.495400,-44.265200,173.25,NORMAL,6.75,371.83,2.83,325.47,19.90,1362,990,0.34,3.17,MODERADA
17.23,Anil,-2.522700,-44.254900,206.90,NORMAL,6.77,528.09,4.65,359.25,31.63,1221,452,0.22,0.74,RUIM
17.23,Vinhais,-2.570000,-44.296600,199.67,NORMAL,7.38,587.02,2.48,310.51,27.88,1832,296,0.15,3.55,RUIM
17.23,Bequimao,-2.558900,-44.248400,218.21,NORMAL,8.25,358.88,4.48,354.69,29.23,2117,524,1.88,1.36,RUIM
17.23,Cohama,-2.487700,-44.228700,253.96,NORMAL,7.97,212.26,4.85,139.18,18.23,639,323,1.54,3.08,RUIM
17.27,Centro,-2.515000,-44.290600,121.18,NORMAL,6.89,549.66,1.21,433.05,22.59,670,361,1.43,1.47,RUIM
17.27,Renascenca,-2.503800,-44.256200,36.13,ENTUPIMENTO,7.41,558.30,2.78,637.40,20.40,1941,1092,0.28,2.54,RUIM
17.27,Turu,-2.537900,-44.247400,166.85,NORMAL,7.11,380.06,2.51,201.80,29.03,639,121,1.25,3.55,MODERADA
17.27,Sao_Cristovao,-2.495400,-44.265200,184.96,NORMAL,7.48,431.57,1.35,137.39,24.41,1519,982,0.27,1.74,RUIM
17.27,Anil,-2.522700,-44.254900,209.61,NORMAL,8.25,469.76,1.41,277.35,25.91,909,567,0.20,4.24,RUIM
17.27,Vinhais,-2.570000,-44.296600,218.92,NORMAL,7.25,561.04,2.21,354.11,28.75,568,413,1.80,1.18,RUIM
17.27,Bequimao,-2.558900,-44.248400,238.29,NORMAL,8.38,208.57,3.39,371.73,26.66,766,131,1.59,0.94,RUIM
17.27,Cohama,-2.487700,-44.228700,258.44,NORMAL,8.37,219.06,1.46,956.25,20.77,2327,528,1.96,3.78,RUIM
17.30,Centro,-2.515000,-44.290600,126.51,NORMAL,7.73,580.94,2.41,86.42,32.96,2356,134,1.74,3.11,RUIM
17.30,Renascenca,-2.503800,-44.256200,155.35,NORMAL,6.82,351.28,2.78,492.79,27.27,1096,669,1.90,1.73,RUIM
17.30,Turu,-2.537900,-44.247400,37.47,ENTUPIMENTO,6.88,498.58,3.90,140.14,29.16,1734,1060,0.88,4.86,RUIM
17.30,Sao_Cristovao,-2.495400,-44.265200,188.76,NORMAL,8.29,558.10,3.10,426.94,28.86,1445,542,1.01,0.90,RUIM
17.30,Anil,-2.522700,-44.254900,199.30,NORMAL,6.58,432.10,1.53,52.39,26.38,1498,1039,1.65,2.28,RUIM
17.30,Vinhais,-2.570000,-44.296600,217.35,NORMAL,6.93,320.25,3.61,552.06,18.95,1465,925,0.86,1.27,MODERADA
17.30,Bequimao,-2.558900,-44.248400,220.70,NORMAL,8.29,285.97,2.63,236.18,26.00,2297,681,0.29,4.20,RUIM
17.30,Cohama,-2.487700,-44.228700,247.57,NORMAL,7.02,369.84,2.24,186.01,27.07,1422,361,0.73,2.33,MODERADA
17.33,Centro,-2.515000,-44.290600,120.13,NORMAL,7.69,273.90,4.31,907.70,24.96,1941,755,1.35,2.28,RUIM
17.33,Renascenca,-2.503800,-44.256200,154.60,NORMAL,7.80,201.40,1.09,616.79,24.19,1344,861,0.21,1.06,RUIM
17.33,Turu,-2.537900,-44.247400,171.03,NORMAL,6.99,527.72,4.28,648.36,18.07,1179,221,0.93,3.83,RUIM
17.33,Sao_Cristovao,-2.495400,-44.265200,175.86,NORMAL,7.32,562.38,3.73,926.77,32.07,2244,484,1.80,1.59,RUIM
17.33,Anil,-2.522700,-44.254900,195.15,NORMAL,7.39,256.72,2.67,401.13,21.81,2480,499,0.25,4.25,RUIM
17.33,Vinhais,-2.570000,-44.296600,215.95,NORMAL,6.84,263.37,2.17,148.65,27.98,1597,861,1.32,3.81,MODERADA
17.33,Bequimao,-2.558900,-44.248400,241.21,NORMAL,6.78,540.54,4.08,782.39,23.51,502,182,1.44,2.26,RUIM
17.33,Cohama,-2.487700,-44.228700,255.63,NORMAL,6.74,383.68,2.45,401.11,32.76,1115,265,1.99,4.09,RUIM
17.37,Centro,-2.515000,-44.290600,128.57,NORMAL,8.46,511.44,3.98,212.73,25.47,2203,618,0.97,1.51,RUIM
17.37,Renascenca,-2.503800,-44.256200,135.12,NORMAL,8.38,238.27,4.77,209.89,31.13,1093,447,0.60,4.91,RUIM
17.37,Turu,-2.537900,-44.247400,171.30,NORMAL,7.76,487.95,3.04,807.03,23.49,1454,166,1.27,3.40,RUIM
17.37,Sao_Cristovao,-2.495400,-44.265200,175.97,NORMAL,6.70,484.07,4.99,292.96,26.19,855,732,1.91,4.69,RUIM
17.37,Anil,-2.522700,-44.254900,533.91,VAZAMENTO,8.13,588.33,1.87,459.35,18.09,1410,991,1.10,2.37,RUIM
17.37,Vinhais,-2.570000,-44.296600,206.85,NORMAL,7.49,372.78,3.28,404.88,31.14,593,264,1.21,3.36,MODERADA
17.37,Bequimao,-2.558900,-44.248400,237.01,NORMAL,7.73,310.18,4.18,84.76,24.22,662,770,0.40,2.00,BOA
17.37,Cohama,-2.487700,-44.228700,262.01,NORMAL,7.14,428.96,3.87,214.96,23.61,1963,175,1.84,2.49,RUIM
17.40,Centro,-2.515000,-44.290600,125.63,NORMAL,6.78,257.41,1.29,290.25,27.85,1523,252,1.40,1.99,RUIM
17.40,Renascenca,-2.503800,-44.256200,142.00,NORMAL,6.81,531.01,2.57,503.10,20.48,748,751,0.68,3.56,RUIM
17.40,Turu,-2.537900,-44.247400,38.35,ENTUPIMENTO,8.11,558.27,4.22,51.02,22.13,2364,435,1.08,1.70,RUIM
17.40,Sao_Cristovao,-2.495400,-44.265200,192.34,NORMAL,8.02,277.17,3.29,661.97,26.02,2206,247,0.55,1.67,RUIM
17.40,Anil,-2.522700,-44.254900,206.62,NORMAL,6.62,313.11,3.08,425.09,31.03,2094,720,0.09,4.73,RUIM
17.40,Vinhais,-2.570000,-44.296600,220.77,NORMAL,6.55,573.37,1.77,612.17,31.85,682,155,0.62,2.91,RUIM
17.40,Bequimao,-2.558900,-44.248400,242.18,NORMAL,7.04,387.39,4.66,123.57,31.98,637,1038,1.04,1.37,MODERADA
17.40,Cohama,-2.487700,-44.228700,239.09,NORMAL,8.05,494.16,4.66,827.21,21.79,2242,276,1.36,0.70,RUIM
17.43,Centro,-2.515000,-44.290600,118.52,NORMAL,8.20,513.64,3.58,846.28,29.36,2078,839,0.28,1.01,RUIM
17.43,Renascenca,-2.503800,-44.256200,152.05,NORMAL,8.35,253.01,2.21,484.86,23.97,2466,140,1.12,1.22,RUIM
17.43,Turu,-2.537900,-44.247400,165.15,NORMAL,7.34,452.38,4.49,737.85,28.54,2474,120,0.04,1.13,RUIM
17.43,Sao_Cristovao,-2.495400,-44.265200,166.93,NORMAL,7.51,237.01,1.48,563.19,28.17,588,1086,0.39,2.27,RUIM
17.43,Anil,-2.522700,-44.254900,189.57,NORMAL,8.21,408.68,3.35,692.12,18.20,1660,1003,0.50,4.26,RUIM
17.43,Vinhais,-2.570000,-44.296600,218.30,NORMAL,7.33,486.91,3.54,618.93,32.12,944,788,1.57,2.45,RUIM
17.43,Bequimao,-2.558900,-44.248400,228.59,NORMAL,7.94,591.48,2.18,166.67,30.75,2052,980,0.80,2.79,RUIM
17.43,Cohama,-2.487700,-44.228700,234.18,NORMAL,7.87,325.24,4.17,791.00,21.72,2382,1069,1.80,3.82,RUIM
17.47,Centro,-2.515000,-44.290600,114.19,NORMAL,7.50,201.46,3.17,586.57,28.91,1404,840,0.19,2.37,MODERADA
17.47,Renascenca,-2.503800,-44.256200,148.94,NORMAL,8.29,309.69,3.08,335.99,25.41,593,624,0.06,3.97,MODERADA
17.47,Turu,-2.537900,-44.247400,159.21,NORMAL,8.30,338.57,3.09,391.88,27.86,938,360,1.87,4.11,RUIM
17.47,Sao_Cristovao,-2.495400,-44.265200,181.81,NORMAL,8.27,424.52,3.61,139.72,23.23,1828,373,1.10,3.01,MODERADA
17.47,Anil,-2.522700,-44.254900,202.73,NORMAL,6.72,217.01,3.77,482.96,21.53,648,392,1.38,2.59,MODERADA
17.47,Vinhais,-2.570000,-44.296600,217.70,NORMAL,7.02,422.80,3.29,70.70,20.54,2142,282,1.26,3.80,RUIM
17.47,Bequimao,-2.558900,-44.248400,56.99,ENTUPIMENTO,7.95,270.72,3.01,170.01,27.00,698,745,1.56,0.99,RUIM
17.47,Cohama,-2.487700,-44.228700,235.73,NORMAL,7.22,442.44,2.65,785.01,19.13,1576,777,1.22,3.07,MODERADA
17.50,Centro,-2.515000,-44.290600,129.86,NORMAL,7.02,586.19,2.63,367.20,19.35,1447,1029,1.91,4.71,RUIM
17.50,Renascenca,-2.503800,-44.256200,132.22,NORMAL,7.61,541.16,3.74,209.89,21.86,1284,438,1.85,2.98,RUIM
17.50,Turu,-2.537900,-44.247400,161.08,NORMAL,6.64,599.82,4.28,654.80,20.78,2028,427,0.20,4.32,RUIM
17.50,Sao_Cristovao,-2.495400,-44.265200,175.09,NORMAL,7.72,329.59,1.05,372.90,18.78,2140,480,1.66,1.80,RUIM
17.50,Anil,-2.522700,-44.254900,210.04,NORMAL,6.73,284.30,4.03,387.82,21.70,801,726,1.60,1.49,RUIM
17.50,Vinhais,-2.570000,-44.296600,200.94,NORMAL,6.78,277.34,1.54,724.28,21.73,1175,130,1.92,4.82,RUIM
17.50,Bequimao,-2.558900,-44.248400,219.71,NORMAL,8.03,361.35,2.40,448.07,29.13,710,403,1.20,2.21,MODERADA
17.50,Cohama,-2.487700,-44.228700,62.00,ENTUPIMENTO,7.15,328.73,3.61,977.24,26.93,2372,1042,0.87,2.02,RUIM
17.53,Centro,-2.515000,-44.290600,117.88,NORMAL,7.10,488.02,3.21,189.33,25.07,1028,400,1.01,3.06,MODERADA
17.53,Renascenca,-2.503800,-44.256200,155.59,NORMAL,6.86,491.65,4.70,221.79,31.55,792,1005,0.41,3.73,MODERADA
17.53,Turu,-2.537900,-44.247400,171.69,NORMAL,7.28,323.29,2.70,854.99,20.63,932,285,1.42,3.62,RUIM
17.53,Sao_Cristovao,-2.495400,-44.265200,176.38,NORMAL,8.37,318.51,4.23,749.55,20.85,1789,367,1.26,2.33,MODERADA
17.53,Anil,-2.522700,-44.254900,184.61,NORMAL,6.99,562.94,1.64,140.19,26.10,974,265,1.25,3.44,RUIM
17.53,Vinhais,-2.570000,-44.296600,619.63,VAZAMENTO,6.64,316.35,2.33,348.25,30.71,1218,100,1.03,0.85,MODERADA
17.53,Bequimao,-2.558900,-44.248400,216.27,NORMAL,8.03,416.45,2.58,118.55,29.25,689,912,1.02,4.77,RUIM
17.53,Cohama,-2.487700,-44.228700,251.11,NORMAL,7.01,377.83,1.89,777.19,29.90,1042,259,0.56,2.08,RUIM
17.57,Centro,-2.515000,-44.290600,130.40,NORMAL,6.99,423.75,4.04,556.84,22.01,2401,854,0.92,3.29,RUIM
17.57,Renascenca,-2.503800,-44.256200,134.52,NORMAL,7.40,251.16,4.38,536.35,21.02,829,324,1.76,1.68,RUIM
17.57,Turu,-2.537900,-44.247400,154.97,NORMAL,6.62,598.76,4.13,115.04,26.57,1219,911,0.32,3.78,RUIM
17.57,Sao_Cristovao,-2.495400,-44.265200,173.74,NORMAL,7.18,247.45,3.31,168.41,20.82,1538,213,1.58,4.42,RUIM
17.57,Anil,-2.522700,-44.254900,185.74,NORMAL,8.19,599.25,2.83,998.76,31.84,976,292,0.81,3.49,RUIM
17.57,Vinhais,-2.570000,-44.296600,214.88,NORMAL,8.13,575.60,3.86,329.91,28.91,926,194,0.22,1.90,RUIM
17.57,Bequimao,-2.558900,-44.248400,242.95,NORMAL,6.53,365.99,3.53,983.24,19.48,1129,568,0.73,3.00,RUIM
17.57,Cohama,-2.487700,-44.228700,62.25,ENTUPIMENTO,6.94,326.42,1.35,354.32,25.62,2083,438,0.58,3.25,RUIM
17.60,Centro,-2.515000,-44.290600,135.66,NORMAL,7.76,510.83,2.17,701.69,23.32,988,201,0.90,4.46,RUIM
17.60,Renascenca,-2.503800,-44.256200,141.52,NORMAL,6.61,299.75,4.06,193.39,23.37,1799,720,1.13,2.57,MODERADA
17.60,Turu,-2.537900,-44.247400,166.34,NORMAL,8.49,442.50,3.58,803.87,19.49,1550,381,1.83,3.41,RUIM
17.60,Sao_Cristovao,-2.495400,-44.265200,178.68,NORMAL,8.29,586.62,1.01,982.01,27.01,1198,104,1.41,1.56,RUIM
17.60,Anil,-2.522700,-44.254900,575.80,VAZAMENTO,6.67,570.99,1.00,987.10,20.86,790,374,1.79,1.90,RUIM
17.60,Vinhais,-2.570000,-44.296600,209.49,NORMAL,7.83,202.59,2.66,550.15,18.07,2211,1040,1.16,0.61,RUIM
17.60,Bequimao,-2.558900,-44.248400,224.43,NORMAL,8.48,321.19,3.60,535.62,24.75,2414,1047,0.51,2.93,RUIM
17.60,Cohama,-2.487700,-44.228700,233.58,NORMAL,8.17,239.31,4.89,824.78,25.65,2241,896,0.80,4.89,RUIM
17.63,Centro,-2.515000,-44.290600,118.93,NORMAL,6.51,599.44,4.67,754.64,26.59,826,868,1.07,4.09,RUIM
17.63,Renascenca,-2.503800,-44.256200,139.21,NORMAL,7.81,248.65,3.87,459.13,24.45,2089,831,0.72,1.76,RUIM
17.63,Turu,-2.537900,-44.247400,147.36,NORMAL,6.69,542.60,2.40,706.55,27.31,2118,417,1.13,0.55,RUIM
